precip	MIROC5	RCP60	REGRESION	decimas	1
P18163	43.046	-6.957	182	geo	2006	2100	-1
P18163 2006 1 0 27 10 0 0 0 11 7 27 29 0 84 166 138 137 198 124 129 68 78 0 20 0 15 0 66 60 48 62 63 52 
P18163 2006 2 0 37 49 56 41 29 31 0 0 0 0 0 36 35 0 0 101 100 133 119 63 49 44 32 37 27 47 71 -999 -999 -999 
P18163 2006 3 0 116 108 172 193 137 154 116 103 42 36 43 46 48 51 66 86 109 148 0 138 108 91 88 71 101 109 106 105 128 91 
P18163 2006 4 126 126 69 79 61 0 0 0 25 0 18 0 10 0 14 0 18 0 24 19 9 15 8 0 0 0 0 28 0 0 -999 
P18163 2006 5 51 66 0 81 77 54 37 22 0 39 0 65 68 88 72 61 59 71 80 92 59 22 19 0 14 0 10 0 25 0 14 
P18163 2006 6 0 0 0 0 0 0 0 4 0 0 0 0 23 15 0 0 0 0 0 5 0 0 4 6 0 10 0 16 16 0 -999 
P18163 2006 7 0 14 13 14 0 0 17 17 0 9 3 0 0 17 11 0 0 0 0 0 0 16 0 0 0 0 0 0 9 0 0 
P18163 2006 8 0 0 0 6 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 49 0 0 16 21 31 
P18163 2006 9 16 0 11 0 0 10 5 7 18 26 23 0 33 15 0 27 29 34 38 54 0 24 35 0 34 0 0 44 0 71 -999 
P18163 2006 10 29 0 0 0 0 0 0 8 15 0 0 7 10 0 0 20 0 0 18 0 0 44 34 24 48 100 54 77 95 80 0 
P18163 2006 11 57 0 0 8 0 0 29 27 10 0 0 0 0 0 0 0 22 32 21 42 46 71 0 0 57 40 15 10 0 2 -999 
P18163 2006 12 0 0 0 0 0 0 30 0 0 0 16 0 0 40 58 78 46 0 12 12 0 59 107 119 111 97 45 44 59 69 59 
P18163 2007 1 47 59 68 30 38 0 0 0 0 0 0 0 0 0 4 0 0 0 53 24 8 0 25 69 0 57 52 127 109 73 58 
P18163 2007 2 45 82 136 121 0 42 60 0 135 109 88 58 66 69 46 17 18 32 20 22 0 21 0 43 33 39 0 0 -999 -999 -999 
P18163 2007 3 32 29 37 0 47 34 0 0 0 14 54 99 122 207 146 84 104 76 40 50 61 49 19 11 0 0 0 0 0 31 15 
P18163 2007 4 0 0 0 0 65 98 44 35 18 9 0 25 78 73 46 31 32 51 73 69 45 0 79 81 44 68 0 0 0 0 -999 
P18163 2007 5 6 0 15 0 55 67 27 0 16 30 20 30 39 41 46 68 37 0 43 23 0 0 0 0 0 0 0 0 0 0 16 
P18163 2007 6 0 0 0 18 18 12 0 0 0 0 0 8 0 0 0 0 5 9 0 0 7 0 0 0 0 9 18 23 21 21 -999 
P18163 2007 7 0 21 0 15 0 0 0 0 0 43 39 32 33 13 5 0 0 0 0 0 31 30 13 0 0 0 11 0 17 0 0 
P18163 2007 8 0 18 32 29 0 0 0 0 0 0 0 0 0 11 3 4 0 0 0 0 48 33 0 0 0 0 0 16 0 0 0 
P18163 2007 9 12 0 0 0 0 12 0 0 4 11 0 12 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 -999 
P18163 2007 10 15 0 14 30 15 6 0 0 14 0 25 43 54 77 63 0 0 45 51 22 0 57 94 124 72 0 84 26 56 67 81 
P18163 2007 11 76 0 55 20 44 72 70 0 57 0 52 58 82 105 0 0 31 0 5 0 0 0 41 81 46 0 0 17 19 25 -999 
P18163 2007 12 0 0 0 21 0 16 0 0 13 0 67 50 24 0 20 27 0 16 0 0 0 8 0 0 59 42 66 75 22 32 57 
P18163 2008 1 101 122 123 117 68 26 9 2 0 0 0 5 8 0 19 0 18 0 43 0 83 71 57 56 0 63 56 31 48 80 91 
P18163 2008 2 108 145 0 117 85 100 0 60 102 0 104 101 76 44 99 129 26 54 39 31 27 29 21 13 0 0 0 33 -999 -999 -999 
P18163 2008 3 17 10 0 0 0 0 6 5 0 0 20 22 23 0 0 0 0 4 0 0 0 24 0 15 43 65 0 0 0 0 0 
P18163 2008 4 0 0 18 0 0 24 24 20 0 0 0 10 0 0 0 28 0 19 12 20 0 0 0 0 15 7 0 0 0 0 -999 
P18163 2008 5 0 14 0 22 0 33 0 27 57 61 64 80 43 49 42 29 24 25 0 0 45 42 49 55 35 28 0 0 0 0 0 
P18163 2008 6 18 14 0 20 20 0 0 11 0 21 19 28 35 29 32 0 9 0 0 0 0 0 0 0 0 0 0 0 23 37 -999 
P18163 2008 7 18 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 24 0 20 28 32 0 0 0 0 7 0 0 6 
P18163 2008 8 19 14 13 0 0 0 8 0 0 43 46 0 15 29 17 0 0 0 8 0 0 11 0 14 11 0 17 19 0 12 0 
P18163 2008 9 0 0 18 19 10 0 0 0 0 0 0 0 20 39 56 0 0 0 0 0 6 0 13 0 37 0 18 40 82 80 -999 
P18163 2008 10 116 62 27 49 0 12 35 58 36 38 67 95 54 31 6 0 11 0 0 0 0 0 0 0 33 102 114 116 93 50 43 
P18163 2008 11 70 45 69 23 21 0 21 30 0 45 59 26 24 0 0 15 45 116 63 60 30 19 28 0 0 0 1 0 0 10 -999 
P18163 2008 12 8 11 0 4 5 6 0 0 32 110 74 0 114 0 0 18 55 0 33 26 7 15 25 53 88 127 116 45 0 0 0 
P18163 2009 1 2 2 14 28 0 58 25 0 30 37 0 57 52 51 42 24 15 0 0 0 0 6 0 5 0 0 0 0 0 0 0 
P18163 2009 2 0 46 54 42 0 33 27 15 18 31 0 22 29 16 0 8 8 18 36 70 35 32 24 15 0 14 51 174 -999 -999 -999 
P18163 2009 3 130 99 0 44 56 70 95 93 0 24 15 8 0 49 89 157 161 167 152 129 43 24 52 87 94 70 83 78 96 87 65 
P18163 2009 4 0 37 0 30 37 59 71 71 61 56 62 69 56 47 39 24 26 26 61 70 18 0 0 3 0 0 0 28 0 23 -999 
P18163 2009 5 26 44 47 39 0 0 31 30 0 35 33 43 0 21 9 0 0 0 0 10 0 0 0 0 0 4 0 0 0 0 0 
P18163 2009 6 0 8 0 0 12 20 0 16 0 29 20 7 0 0 15 9 0 0 15 15 0 0 10 0 0 0 6 0 0 0 -999 
P18163 2009 7 0 0 0 0 3 0 0 0 0 0 0 18 26 0 12 9 6 7 8 11 0 0 0 0 0 0 4 0 0 0 0 
P18163 2009 8 38 30 11 0 0 0 0 0 14 24 0 0 15 0 0 0 0 0 0 0 0 0 8 0 0 28 27 0 0 0 0 
P18163 2009 9 20 56 28 0 4 0 0 0 0 0 32 32 0 8 0 2 4 7 0 0 0 19 0 0 24 0 0 0 0 0 -999 
P18163 2009 10 13 0 1 0 2 1 1 0 0 0 0 0 15 15 0 20 24 0 24 28 0 31 0 90 0 0 0 5 16 0 19 
P18163 2009 11 0 4 0 6 7 0 0 0 29 24 15 25 31 0 58 0 42 33 65 96 70 17 16 0 0 0 60 69 63 71 -999 
P18163 2009 12 124 159 121 87 192 190 165 166 75 55 81 89 111 72 64 43 36 51 80 52 0 77 102 73 48 45 56 40 41 57 46 
P18163 2010 1 0 0 48 64 51 0 0 0 24 0 0 15 28 21 24 49 64 44 53 0 0 0 0 0 0 0 0 0 6 0 10 
P18163 2010 2 0 0 0 0 0 79 45 26 31 0 0 0 3 0 15 14 23 25 65 75 67 92 57 56 25 48 0 24 -999 -999 -999 
P18163 2010 3 22 0 9 0 0 0 27 15 0 33 19 0 0 21 0 11 21 50 0 48 20 6 0 0 0 0 2 0 0 0 16 
P18163 2010 4 25 0 35 29 0 0 30 41 0 58 0 30 31 68 44 26 32 0 0 0 18 30 49 104 56 24 0 57 71 0 -999 
